model_tier,tau_low,tau_high,cost,policy_cost,policy_ok,false_negative,hard_false_positive,soft_false_positive,scam_missed_safe,scam_escalated_suspicious,scam_caught_scam,safe_passed_safe,safe_escalated_suspicious,safe_flagged_scam,scam_miss_rate,scam_capture_rate,hard_false_positive_rate,soft_false_positive_rate,suspicious_rate,decisive_rate,n
E2B,0.2,0.45,245.29999999999998,245.29999999999998,False,240,8,37,240,0,15,955,37,8,0.9411764705882353,0.058823529411764705,0.008,0.037,0.02948207171314741,0.9705179282868526,1255
E2B,0.2,0.5,245.29999999999998,245.29999999999998,False,240,8,37,240,0,15,955,37,8,0.9411764705882353,0.058823529411764705,0.008,0.037,0.02948207171314741,0.9705179282868526,1255
E2B,0.2,0.55,245.29999999999998,245.29999999999998,False,240,8,37,240,0,15,955,37,8,0.9411764705882353,0.058823529411764705,0.008,0.037,0.02948207171314741,0.9705179282868526,1255
E2B,0.2,0.6,245.29999999999998,245.29999999999998,False,240,8,37,240,0,15,955,37,8,0.9411764705882353,0.058823529411764705,0.008,0.037,0.02948207171314741,0.9705179282868526,1255
E2B,0.2,0.65,245.29999999999998,245.29999999999998,False,240,8,37,240,0,15,955,37,8,0.9411764705882353,0.058823529411764705,0.008,0.037,0.02948207171314741,0.9705179282868526,1255
E2B,0.2,0.7,245.29999999999998,245.29999999999998,False,240,8,37,240,0,15,955,37,8,0.9411764705882353,0.058823529411764705,0.008,0.037,0.02948207171314741,0.9705179282868526,1255
E2B,0.2,0.75,245.29999999999998,245.29999999999998,False,240,8,37,240,0,15,955,37,8,0.9411764705882353,0.058823529411764705,0.008,0.037,0.02948207171314741,0.9705179282868526,1255
E2B,0.2,0.8,245.29999999999998,245.29999999999998,False,240,8,37,240,0,15,955,37,8,0.9411764705882353,0.058823529411764705,0.008,0.037,0.02948207171314741,0.9705179282868526,1255
E2B,0.2,0.35,245.70000000000002,245.70000000000002,False,240,12,33,240,0,15,955,33,12,0.9411764705882353,0.058823529411764705,0.012,0.033,0.026294820717131476,0.9737051792828685,1255
E2B,0.2,0.4,245.70000000000002,245.70000000000002,False,240,12,33,240,0,15,955,33,12,0.9411764705882353,0.058823529411764705,0.012,0.033,0.026294820717131476,0.9737051792828685,1255
E2B,0.2,0.25,245.79999999999998,245.79999999999998,False,240,13,32,240,0,15,955,32,13,0.9411764705882353,0.058823529411764705,0.013,0.032,0.02549800796812749,0.9745019920318725,1255
E2B,0.2,0.3,245.79999999999998,245.79999999999998,False,240,13,32,240,0,15,955,32,13,0.9411764705882353,0.058823529411764705,0.013,0.032,0.02549800796812749,0.9745019920318725,1255
E2B,0.15,0.95,246.8,247.55,False,239,0,78,239,15,1,922,78,0,0.9372549019607843,0.06274509803921569,0.0,0.078,0.07410358565737052,0.9258964143426295,1255
E2B,0.15,0.85,247.1,247.2,False,239,3,75,239,2,14,922,75,3,0.9372549019607843,0.06274509803921569,0.003,0.075,0.06135458167330677,0.9386454183266932,1255
E2B,0.15,0.9,247.1,247.2,False,239,3,75,239,2,14,922,75,3,0.9372549019607843,0.06274509803921569,0.003,0.075,0.06135458167330677,0.9386454183266932,1255
E2B,0.15,0.45,247.6,247.65,False,239,8,70,239,1,15,922,70,8,0.9372549019607843,0.06274509803921569,0.008,0.07,0.05657370517928287,0.9434262948207172,1255
E2B,0.15,0.5,247.6,247.65,False,239,8,70,239,1,15,922,70,8,0.9372549019607843,0.06274509803921569,0.008,0.07,0.05657370517928287,0.9434262948207172,1255
E2B,0.15,0.55,247.6,247.65,False,239,8,70,239,1,15,922,70,8,0.9372549019607843,0.06274509803921569,0.008,0.07,0.05657370517928287,0.9434262948207172,1255
E2B,0.15,0.6,247.6,247.65,False,239,8,70,239,1,15,922,70,8,0.9372549019607843,0.06274509803921569,0.008,0.07,0.05657370517928287,0.9434262948207172,1255
E2B,0.15,0.65,247.6,247.65,False,239,8,70,239,1,15,922,70,8,0.9372549019607843,0.06274509803921569,0.008,0.07,0.05657370517928287,0.9434262948207172,1255
E2B,0.15,0.7,247.6,247.65,False,239,8,70,239,1,15,922,70,8,0.9372549019607843,0.06274509803921569,0.008,0.07,0.05657370517928287,0.9434262948207172,1255
E2B,0.15,0.75,247.6,247.65,False,239,8,70,239,1,15,922,70,8,0.9372549019607843,0.06274509803921569,0.008,0.07,0.05657370517928287,0.9434262948207172,1255
E2B,0.15,0.8,247.6,247.65,False,239,8,70,239,1,15,922,70,8,0.9372549019607843,0.06274509803921569,0.008,0.07,0.05657370517928287,0.9434262948207172,1255
E2B,0.15,0.35,248.0,248.05,False,239,12,66,239,1,15,922,66,12,0.9372549019607843,0.06274509803921569,0.012,0.066,0.05338645418326693,0.9466135458167331,1255
E2B,0.15,0.4,248.0,248.05,False,239,12,66,239,1,15,922,66,12,0.9372549019607843,0.06274509803921569,0.012,0.066,0.05338645418326693,0.9466135458167331,1255
E2B,0.15,0.25,248.1,248.15,False,239,13,65,239,1,15,922,65,13,0.9372549019607843,0.06274509803921569,0.013,0.065,0.05258964143426295,0.9474103585657371,1255
E2B,0.15,0.3,248.1,248.15,False,239,13,65,239,1,15,922,65,13,0.9372549019607843,0.06274509803921569,0.013,0.065,0.05258964143426295,0.9474103585657371,1255
E2B,0.1,0.95,249.0,249.8,False,238,0,110,238,16,1,890,110,0,0.9333333333333333,0.06666666666666667,0.0,0.11,0.100398406374502,0.899601593625498,1255
E2B,0.1,0.85,249.29999999999998,249.45,False,238,3,107,238,3,14,890,107,3,0.9333333333333333,0.06666666666666667,0.003,0.107,0.08764940239043825,0.9123505976095617,1255
E2B,0.1,0.9,249.29999999999998,249.45,False,238,3,107,238,3,14,890,107,3,0.9333333333333333,0.06666666666666667,0.003,0.107,0.08764940239043825,0.9123505976095617,1255
E2B,0.1,0.45,249.79999999999998,249.89999999999998,False,238,8,102,238,2,15,890,102,8,0.9333333333333333,0.06666666666666667,0.008,0.102,0.08286852589641434,0.9171314741035856,1255
E2B,0.1,0.5,249.79999999999998,249.89999999999998,False,238,8,102,238,2,15,890,102,8,0.9333333333333333,0.06666666666666667,0.008,0.102,0.08286852589641434,0.9171314741035856,1255
E2B,0.1,0.55,249.79999999999998,249.89999999999998,False,238,8,102,238,2,15,890,102,8,0.9333333333333333,0.06666666666666667,0.008,0.102,0.08286852589641434,0.9171314741035856,1255
E2B,0.1,0.6,249.79999999999998,249.89999999999998,False,238,8,102,238,2,15,890,102,8,0.9333333333333333,0.06666666666666667,0.008,0.102,0.08286852589641434,0.9171314741035856,1255
E2B,0.1,0.65,249.79999999999998,249.89999999999998,False,238,8,102,238,2,15,890,102,8,0.9333333333333333,0.06666666666666667,0.008,0.102,0.08286852589641434,0.9171314741035856,1255
E2B,0.1,0.7,249.79999999999998,249.89999999999998,False,238,8,102,238,2,15,890,102,8,0.9333333333333333,0.06666666666666667,0.008,0.102,0.08286852589641434,0.9171314741035856,1255
E2B,0.1,0.75,249.79999999999998,249.89999999999998,False,238,8,102,238,2,15,890,102,8,0.9333333333333333,0.06666666666666667,0.008,0.102,0.08286852589641434,0.9171314741035856,1255
E2B,0.1,0.8,249.79999999999998,249.89999999999998,False,238,8,102,238,2,15,890,102,8,0.9333333333333333,0.06666666666666667,0.008,0.102,0.08286852589641434,0.9171314741035856,1255
E2B,0.1,0.35,250.20000000000002,250.3,False,238,12,98,238,2,15,890,98,12,0.9333333333333333,0.06666666666666667,0.012,0.098,0.0796812749003984,0.9203187250996016,1255
E2B,0.1,0.4,250.20000000000002,250.3,False,238,12,98,238,2,15,890,98,12,0.9333333333333333,0.06666666666666667,0.012,0.098,0.0796812749003984,0.9203187250996016,1255
E2B,0.1,0.25,250.29999999999998,250.39999999999998,False,238,13,97,238,2,15,890,97,13,0.9333333333333333,0.06666666666666667,0.013,0.097,0.07888446215139443,0.9211155378486056,1255
E2B,0.1,0.3,250.29999999999998,250.39999999999998,False,238,13,97,238,2,15,890,97,13,0.9333333333333333,0.06666666666666667,0.013,0.097,0.07888446215139443,0.9211155378486056,1255
E2B,0.15,0.2,251.3,251.35000000000002,False,239,45,33,239,1,15,922,33,45,0.9372549019607843,0.06274509803921569,0.045,0.033,0.027091633466135457,0.9729083665338646,1255
E2B,0.1,0.2,253.5,253.6,False,238,45,65,238,2,15,890,65,45,0.9333333333333333,0.06666666666666667,0.045,0.065,0.05338645418326693,0.9466135458167331,1255
E2B,0.1,0.15,256.8,256.85,False,238,78,32,238,1,16,890,32,78,0.9333333333333333,0.06666666666666667,0.078,0.032,0.026294820717131476,0.9737051792828685,1255
